03402,8082C8790,Unknown,48068.99
012,802D1D650,Unknown,1043678004.72
001120,802D4DB30,Unknown,202487635.42
00394,808A5FB70,Unknown,1325943887.58
03618,80B3680B0,Unknown,3639.61
01291,80EA9CB10,Unknown,522028058.11
021414,802A7FB90,Unknown,1641849508.08
01422,80EED06E0,Unknown,4136826938.33
011968,8080E04D0,Unknown,539235362.84
032050,8097A7F40,Unknown,21118.2
001439,8015BCC80,Unknown,154535779.0
021566,8142C7EA0,Unknown,118174802.3
012063,810833410,Unknown,1848162827.18
011701,8078A0CC0,Unknown,701210112.17
00349,808D56C30,Unknown,977817348.53
011495,80CB236F0,Unknown,547943978.66
021393,807DB9260,Unknown,911098591.17
032091,80D0C4500,Unknown,19545.06
011047,8018B08B0,Unknown,34581154295.51
032161,806ADBB10,Unknown,27027.32
011046,80B49B8B0,Unknown,1548243759.71
022435,81B96B3C0,Unknown,201244751.63
012592,8013793A0,Unknown,448184466.0
013125,814CA6090,Unknown,290632371.66
00531,8014C90E0,Unknown,1536327014.18
012966,80388C2B0,Unknown,169090603.33
031984,806587360,Unknown,12809.53
033668,80176FAF0,Unknown,47845.34
03209,8005173F0,Unknown,37198.78
03208,8196ABD60,Unknown,42934.18
03221,8001CEB60,Unknown,36219.98
03225,809C296D0,Unknown,54075.56
03202,8009A6AF0,Unknown,1050.59
03230,801161FF0,Unknown,49848.12
03245,80CDE0EE0,Unknown,42044.83
03290,80736EC70,Unknown,54484.42
03273,800B35940,Unknown,26852.39
03288,8031AAA00,Unknown,33983.91
03343,8026990D0,Unknown,41088.05
03256,8004FFE30,Unknown,53110.01
03348,8005842F0,Unknown,53668.58
03370,800C1C2D0,Unknown,59504.93
03399,800F387E0,Unknown,46773.8
03414,80DE71B90,Unknown,42988.03
03310,8001D0100,Unknown,39481.58
03441,800247C60,Unknown,29672.85
03365,8015FDC60,Unknown,29859.33
03374,8002067B0,Unknown,32090.16
03368,8002BFC20,Unknown,29637.92
03394,80053DA60,Unknown,4937.48
03396,800BFA1B0,Unknown,41655.49
03311,8004DCE10,Unknown,25203.13
03526,801E62BC0,Unknown,20199.48
03511,800822070,Unknown,28969.95
03543,800867FB0,Unknown,64010.72
03443,805E089D0,Unknown,32574.66
03400,8015E1680,Unknown,60865.25
03650,80100FF30,Unknown,61357.75
03648,802065550,Unknown,1917.38
03483,80DAFC930,Unknown,32196.53
03612,8003946A0,Unknown,232.3
03702,8007194F0,Unknown,28236.63
03581,80042DEC0,Unknown,21373.07
03734,80151FD60,Unknown,34422.11
03689,81538C0F0,Unknown,46924.52
03579,8067741F0,Unknown,18327.5
03792,81331FAD0,Unknown,51742.96
03627,805F3F110,Unknown,56628.59
03556,8003192A0,Unknown,26261.53
03423,80CA772E0,Unknown,26603.88
03849,80050F780,Unknown,51886.82
03699,800703E30,Unknown,32439.78
03830,800538000,Unknown,37523.31
03869,802826A30,Unknown,34174.9
03890,8006ED260,Unknown,31000.74
03892,8163E38C0,Unknown,1810.75
03822,805F2B720,Unknown,36733.94
03896,80216B3B0,Unknown,28241.56
03962,801785520,Unknown,12682.8
03945,80076C0D0,Unknown,62773.18
03949,818C9CE30,Unknown,46463.74
031037,800ADC210,Unknown,31210.51
031009,80152CEE0,Unknown,32811.47
031065,800C65900,Unknown,40109.75
03883,801FE5CE0,Unknown,52740.42
031121,80DA9D190,Unknown,37717.49
031133,80D7D4950,Unknown,57224.62
03941,801C78400,Unknown,13115.23
03829,801C68A20,Unknown,40683.81
031124,801272F40,Unknown,10732.5
03881,800628ED0,Unknown,30480.02
031138,801767BA0,Unknown,64308.71
03937,8003D2100,Unknown,25776.91
011255,800A0F010,Unknown,339002058.83
031171,800C188C0,Unknown,31549.8
031145,801FF5DA0,Unknown,24438.79
031058,8017BAFB0,Unknown,1860.57
031254,81863D4A0,Unknown,13667.97
031260,800FF7B90,Unknown,14060.06
