03814,8006AD080,03814,12.32
011,8000ECA90,011,22.97
001120,81470DCF0,0243166,43.53
01217,8006AD4E0,01217,5.04
0224,80567ED00,023319,9.28
03618,800929EF0,001277,0.05
01217,80132E8A0,011,21.96
00394,80690A9C0,008801,6.6
01639,810135120,003653,38.45
001277,8034B3870,0219975,34.67
001110,80AE66170,0122459,11.37
012,80AE71680,027234,6.84
021414,81013D0A0,0029264,0.78
011222,81013A5C0,0117916,9.53
011222,80132E8A0,011,41.01
020,8034B3870,0219975,1.82
01422,80DFEBEE0,0110856,27.07
020,80AE66170,0122459,41.85
001889,81013ED10,002545,19.2
001277,800B999B0,001277,10.48
032042,800BBF6C0,001439,0.01
01291,800B9BC30,01291,3.46
01422,817C3BC30,0261455,28.47
01394,81B5F74D0,0219368,0.58
012,800BA4BE0,012,14.7
012063,800BA4D20,012063,15.27
00394,810190500,0023747,43.81
011222,817C3BC30,0261455,48.58
001439,800BBF4A0,001439,8.13
001439,800BBF6C0,001439,11.98
0224,81A99A780,0259461,9.22
001120,80FE04360,0037146,0.36
032081,800BDF9C0,001439,41.11
00349,816C60240,021566,40.84
011047,80362AF40,028625,12.19
001277,800BC93F0,001277,3.81
001120,816C60240,021566,38.74
001439,80A88ABA0,005855,4.12
011265,800BD0DD0,011265,14.29
001889,800BF1EB0,020,6.58
001120,800AC3D20,001277,33.81
011701,816C60240,021566,31.86
001277,800BE1290,001277,6.3
01422,806DCACA0,0117301,35.53
001277,800BE94E0,001277,5.31
001638,8129D2D20,0217862,40.98
00394,800C2D860,00394,19.84
001439,8171A08F0,022124,18.28
021939,800E3E3F0,021939,5.38
0224,800E3E8A0,0224,5.04
011046,800F6BC70,011046,3.54
012204,808BC76C0,0214000,4.92
012204,8171A0850,0043863,2.13
031587,8014C4D90,031587,36.56
00531,800F6F960,00531,20.15
002545,8131C2670,015786,49.1
012592,800F71C50,012592,14.72
001638,800F738F0,001638,18.19
01291,812BE7D00,022224,6.1
011770,810D61250,0241912,32.91
012592,80CB23DC0,011968,4.72
022364,8118E7B00,0114721,11.13
022481,800F75A50,022481,18.79
013354,8131C2620,0151250,17.57
00394,80CDF0700,008801,42.64
013474,81A89E7B0,0056335,16.48
013354,8014D0C40,013354,8.09
011,8014D2420,011,23.15
012063,806B44A40,028958,6.28
022129,8014D7290,022129,12.18
001439,801533E70,001439,14.24
01217,8072E32C0,003500,31.28
002196,80CF296D0,0234933,19.09
001,800056ED0,001,21.08
012,800057E30,012,8.77
020,8000581F0,020,23.0
001,80005A0E0,001,15.33
0224,80005A930,0224,18.84
020,80005B040,020,15.81
020,80005CDA0,020,9.58
012,80005D160,012,11.41
020,80005DD70,020,14.62
020,80005F910,020,22.22
011,8000ED820,011,17.83
020,8000EE770,020,11.08
020,812116FE0,0139833,32.7
020,8000F8CD0,020,10.79
012,8000FB2E0,012,15.57
0224,8000FBE20,0224,10.5
0224,8000FC430,0224,18.54
01217,80D9BAC30,0024778,28.41
011,8003E2560,020,46.23
020,8000FBC30,020,5.1
0224,800103B80,0224,20.82
020,800106490,020,21.21
0224,8001034E0,0224,20.56
01217,800107560,01217,14.51
01231,800108370,01231,22.69
012,800106DA0,012,14.04
012,8001093C0,012,16.44
01217,80010AC70,01217,3.77
020,80010BC80,020,15.38
020,80010C4C0,01231,39.02
020,80010C4C0,01231,0.18
012,80010CF90,012,5.43
020,80010E3D0,020,21.98
01217,80010FDD0,01217,9.09
001,8000F8F10,001,23.37
001,800112F90,001,13.16
012,800115B90,012,19.24
011,800116A30,011,16.6
020,800117B80,020,19.41
012,800110830,012,4.44
020,800110E80,020,6.37
01217,800113DE0,01217,15.91
012,80011BF30,012,3.22
012,80011DA50,012,12.32
012,80011C720,012,14.21
0224,80011CAD0,0224,15.67
01217,800119C70,01217,7.17
011,800121C30,011,6.51
020,800122DB0,020,22.28
012,800127AE0,012,4.02
012,800129FA0,012,24.95
01231,800129C90,01231,19.28
020,80012A210,020,22.45
01231,80012B050,01231,12.09
03200,80012AC30,020,46.61
011,80012F3F0,011,14.0
0224,800130160,0224,9.74
0224,800131280,0224,8.3
01231,80012FD10,01231,23.01
0224,8095CEF90,011770,15.99
012,800125460,012,8.61
011,80012D6D0,011,15.98
01231,80012DBC0,01231,10.58
012,80012F630,012,4.86
020,80012F900,020,11.19
012,815805430,011222,12.59
011,8001348B0,011,18.15
011,800135A60,011,24.67
01217,800135E70,01217,16.88
01231,8001398D0,01231,18.0
020,80013A140,020,23.12
03200,80013D390,03200,28.73
0224,8075380F0,008801,33.08
001,80745B140,0219368,5.53
011,8001414F0,011,24.01
020,800142060,020,20.03
03202,800140950,020,0.01
020,800140950,020,22.13
012,8001409F0,012,16.61
01231,800141DD0,01231,21.26
012,800143570,012,16.42
001,800144370,001,17.1
012,800146870,012,19.6
01217,8001475E0,01217,6.19
012,80013B960,012,18.84
011,810FF9E50,0137268,42.13
020,80013EFE0,020,5.73
01217,80013F4E0,01217,12.32
01231,800146220,01231,8.82
011,80014BEE0,011,16.27
011,8002F0750,011,17.77
00394,8002F55D0,00394,8.44
001,8002F56C0,001,11.12
00349,8002F7290,00349,7.07
011,8002F6F60,011,23.55
0224,8002F75F0,0224,10.28
01291,8002F8E20,01291,5.36
01394,8002F95A0,01394,18.4
01422,8002FC550,01422,19.83
01231,8002FC5A0,01231,19.34
01231,8002FE210,01231,12.35
0224,8002FFE60,0224,16.84
03440,8002EE260,01291,0.08
020,800295B30,020,22.88
01394,8002E8DF0,01394,17.03
01217,8002EA550,01217,14.57
001,8002EACA0,001,7.04
01291,8002EB680,01291,19.72
01217,8002EB6D0,01217,23.96
00394,8002EFD20,00394,22.6
020,80D7C0560,024523,12.43
011,8002F0DC0,011,12.58
00349,8002F1040,00349,23.05
0224,8002F6B00,0224,11.06
020,8002F6B50,020,22.74
001,8002F9E20,001,10.04
00531,8002FA050,00531,21.49
01422,800300960,01422,3.24
012,8003012D0,012,13.87
01291,80030AAE0,01291,4.07
001,80030D060,001,3.72
020,80030DD60,020,12.25
03549,80030E290,01217,0.01
012,800319F40,012,20.69
03560,80031F2F0,001,0.01
0224,80031E420,0224,5.41
03549,80031AEB0,0224,0.04
0224,80031AEB0,0224,4.69
01291,818B59D60,0152229,38.91
012,800320F30,012,20.27
01217,800319420,01217,8.31
01394,80032BE20,01394,19.06
012,800334D80,012,12.82
01422,800335840,01422,10.57
01422,800354AB0,01422,17.61
011,800353770,011,9.42
01394,80035C880,01394,20.89
011,80035D100,011,5.0
01422,800363E20,01422,17.38
01422,800366DB0,01422,9.16
01422,806CCBBC0,016262,15.76
00531,800368690,00531,21.94
00394,800368F90,00394,15.07
0224,800368A90,0224,3.63
011,800368D10,011,18.97
01231,80036AD20,01231,6.95
01394,80036BA20,01394,7.54
011,80036B6A0,011,14.43
01217,80036C000,01217,23.22
01217,80036C220,01217,20.15
0224,80036DDF0,0224,17.91
012,80036EB60,012,9.68
020,80036FDF0,020,22.02
01394,800370C70,01394,7.02
01231,800371120,01231,23.86
01639,800372BD0,01639,21.44
01394,800372C70,01394,9.26
011,8003750E0,011,12.55
0224,8003765A0,0224,12.48
012,80036B2D0,012,8.07
001,8003727E0,001,24.21
00349,800373C20,00349,11.64
01422,800373DB0,01422,12.0
0224,800375960,0224,11.22
01217,80FD50550,0229026,6.98
01394,8003763A0,01394,18.49
0224,800376A60,0224,14.79
00394,800379980,00394,9.31
01394,800379A20,01394,7.35
01231,800379FA0,01231,5.01
001,80037C5D0,001,17.49
00531,800365E10,00531,14.96
011,800366170,011,10.01
00394,801765440,021260,26.17
01639,800369680,01639,13.42
01639,800379780,01639,7.64
00531,80037F130,00531,19.26
00349,80037EF40,00349,13.57
01291,801105C20,001,31.04
00349,800390BC0,00349,14.26
01217,800391030,01217,20.63
01639,800394000,01639,4.58
01291,800391FB0,01291,8.75
01639,800394E70,01639,24.62
00394,80038F340,00394,4.56
01422,80038F390,01422,21.71
020,800390570,020,7.27
020,80039FD90,020,5.38
0224,8003A3D40,0224,8.84
01639,8003A6310,01639,18.41
0224,8003A74A0,0224,22.35
01394,803A70810,029448,35.26
00394,8003AB800,00394,14.86
00394,8003B23C0,00394,9.19
03394,8003C0E80,00349,0.01
011,8003CF770,011,19.33
011,8003D0920,011,18.59
01422,8003D4190,01422,9.18
00349,8003D4570,00349,6.34
01231,8003D7F00,01231,5.78
00349,8003D8900,00349,20.75
011,8003DC270,011,8.25
00531,8003DE2A0,00531,1.54
01291,8003DDB50,01291,14.92
020,8003DFA10,020,11.74
03648,8003E0200,0224,0.01
0224,8003E0200,0224,19.54
0224,8003E0340,0224,16.37
020,8084B1190,022661,44.31
020,8003E0430,020,11.51
012,80AB7D4A0,011265,14.63
01422,8003E31E0,01422,7.61
01291,8003E4ED0,01291,11.09
03695,8003E59C0,020,0.02
00349,8003E5BF0,00349,14.83
00531,815A9E400,0153578,38.63
00349,8003E64C0,00349,10.86
012,8003E7F70,012,16.39
01217,8003E9440,01217,22.71
012,8003E8E90,012,22.51
001,8003E96B0,001,21.29
00394,8003EADE0,00394,12.71
01291,8003EB7B0,01291,13.29
01422,8003EC690,01422,3.18
01422,8002F7E60,01422,6.04
03612,8003EDDC0,01394,0.12
00531,8003EA620,00531,15.77
01394,814ABE1C0,021260,24.51
01639,809573C40,0221024,7.15
01231,814ABE1C0,021260,35.29
00531,8003ED160,00531,13.96
012,8003ED430,012,20.63
00531,80CC70D30,027175,22.16
00349,8003E2D70,00349,16.29
012,8003E2F00,012,22.19
020,8003DC020,020,18.03
020,8003F39C0,020,4.8
00349,8003F4C40,00349,5.64
001,8003F73A0,001,14.94
011,8003FD280,011,7.26
020,8003FE780,020,21.94
00394,8003FFD50,00394,4.31
011,80C67B5A0,022890,49.28
00349,8003FDBE0,00349,8.46
011046,8005C4A50,011046,21.32
01231,8005C4EA0,01231,22.99
012,8005C60D0,012,22.69
03237,8003D6200,01422,0.01
03695,8005C9840,001,0.01
03900,8005B75F0,03900,7.33
0224,8003D25E0,0224,17.84
0224,8003DAA70,0224,12.84
001,8003F1C50,001,15.54
020,8004B4F90,020,14.91
01217,8005829E0,01217,3.62
020,80059F250,020,10.92
01422,8005A1790,01422,3.33
00349,8005A8120,00349,12.45
01291,8005A86C0,01291,3.3
001,8005A9B70,001,17.43
01217,80018C830,011,47.41
01394,8005AA270,01394,19.33
012,8005C79C0,012,11.89
011046,8005C0A30,011046,6.82
011046,8005D1280,011046,13.55
01394,800217200,01394,9.97
011,8005D3270,011,9.65
01422,8005D40C0,01422,3.1
01217,8005D5180,01217,15.91
00349,8005D55E0,00349,20.84
00531,8005D5E30,00531,9.74
01231,8005D74C0,01231,17.98
00531,8005D8350,00531,16.17
011046,8005D7B10,011046,22.79
00349,8005D8E40,00349,13.89
011,8005DDB40,011,13.29
01231,8005DE4D0,01231,22.6
012,8005DE930,012,18.9
011047,8005DFA10,011047,8.49
0224,80034AE10,0224,15.07
00349,8005E04D0,00349,23.38
00394,8005E4E80,00394,15.35
020,8005E5570,020,11.63
001,8005E5BD0,001,13.75
0224,8005E77F0,0224,21.62
01291,8005E8D50,01291,9.11
011047,8005E9B30,011047,11.14
01231,8005EB710,01231,18.56
02860,8005EBC60,02860,24.05
01422,8005ED400,01422,9.74
01394,8003F7010,01394,15.55
00394,8005F3570,00394,4.73
020,8005D3E80,020,10.1
011047,81BF0FE40,0051448,9.0
001,8005E6D50,001,9.82
020,8005EBA20,020,10.22
01231,8005EBF20,01231,11.11
020,800602BB0,020,6.39
01217,800604830,01217,9.54
011047,8006050E0,011047,6.46
01422,800605A20,01422,18.05
012,800606F50,012,13.05
01422,800604E00,01422,15.01
012,80060A090,012,23.23
011046,80060A4A0,011046,21.96
0224,80060C030,0224,6.12
01231,80060A9A0,01231,14.81
012,80060D410,012,12.33
011046,80060D7A0,011046,20.27
020,80060F510,020,5.37
001,800610DA0,001,23.56
012,800611380,012,13.53
01231,800612400,01231,20.23
00531,8006156A0,00531,9.23
01291,800615D10,01291,23.9
011,800615410,011,23.13
01394,8006195F0,01394,23.15
03920,800619260,020,0.01
001,800618C30,001,21.5
012,800618C80,012,5.9
00349,800619A90,00349,3.58
0224,80061CBE0,0224,23.2
0224,80061D050,0224,16.62
01231,80061DC70,01231,13.8
011,80061F270,011,5.74
011,80061F400,011,24.77
01291,8006225C0,01291,7.79
011046,8006233F0,011046,21.48
011047,8006245B0,011047,17.01
0224,800627C90,0224,22.07
011046,800626700,011046,18.12
020,80778CD50,0216492,11.6
01231,800626E80,01231,15.54
01394,80062A020,01394,4.27
01422,80035F620,01422,14.62
03560,800622C60,012,0.01
03394,800622CB0,01639,0.04
0224,800614A90,0224,22.26
01422,808471BA0,0220916,5.89
001,80061C2E0,001,14.58
01291,80061C860,01291,20.54
00531,805E0DCE0,0014595,9.02
00531,80061E790,00531,15.79
01231,800620760,01231,12.65
011,800621690,011,14.26
01422,800622F80,01422,8.09
00349,800624170,00349,22.92
020,8006242B0,020,8.06
